submission,model_id,event_id,metric_set,threshold,CSI,Accuracy,Precision,Recall,F1,TP,FP,TN,FN
Team 1,1,5.0,CSI30,1.0,0.9715387823185988,0.9989972230792965,0.9760670332547787,0.9952475036044214,0.9855639574850615,18638,457,525304,89
Team 1,1,8.0,CSI30,1.0,0.9515986829083973,0.9981234059414782,0.9630701993990713,0.9876374908961886,0.9751991444165806,52887,2028,1377871,662
Team 1,1,18.0,CSI30,1.0,0.9620161756210283,0.998027657787377,0.9833185710067907,0.977976802231684,0.9806404122193596,6661,113,126420,150
Team 1,1,22.0,CSI30,1.0,0.9770442041358376,0.9991623747023315,0.9824494467760396,0.9944004634099247,0.9883888302466173,5150,92,139185,29
Team 1,1,26.0,CSI30,1.0,0.9681172559685706,0.9984176265898728,0.9846319348394037,0.9829702362687941,0.9838003838771593,6407,100,126726,111
Team 1,1,29.0,CSI30,1.0,0.9778465548134876,0.999058536855513,0.9849056603773585,0.9927236646270878,0.9887992093559546,6003,92,138317,44
Team 1,1,31.0,CSI30,1.0,0.9884118541033434,0.9995777260896052,0.9931284596297003,0.9952180566182096,0.9941721601222892,5203,36,139192,25
Team 1,1,33.0,CSI30,1.0,0.9719672232148359,0.9991643525660804,0.9786600496277915,0.9930131554100837,0.9857843596713219,15776,344,528257,111
Team 1,1,35.0,CSI30,1.0,0.9725453985841798,0.9990665863010029,0.9859995839400874,0.9861637052140985,0.9860816377480964,47397,673,1384713,665
Team 1,1,37.0,CSI30,1.0,0.9912704309063893,0.9996746414133023,0.9942250372578242,0.9970110218569027,0.9956160805894972,5337,31,139072,16
Team 1,1,42.0,CSI30,1.0,0.9587094467780857,0.9983029929034248,0.9653093363329583,0.992918961447679,0.9789195108596459,21454,771,522110,153
Team 1,1,44.0,CSI30,1.0,0.9642636756325094,0.9986263889586507,0.98394325505593,0.979679519094245,0.9818067580178698,53129,867,1378350,1102
Team 1,1,48.0,CSI30,1.0,0.9626935273269912,0.998530729786515,0.9729933543856342,0.9891236644147382,0.9809922068047899,20644,573,523044,227
Team 1,1,51.0,CSI30,1.0,0.9781123725226092,0.9991643525660804,0.9841723136495644,0.9937441962758419,0.9889350939909048,20333,327,523700,128
Team 1,1,52.0,CSI30,1.0,0.9574071069284439,0.9985350009208566,0.9752086604412858,0.9812905371694661,0.9782401458946408,47204,1200,1384144,900
Team 1,1,53.0,CSI30,1.0,0.9928598271326569,0.9997369441213934,0.9947289156626506,0.9981110691348697,0.9964171223835564,5284,28,139134,10
Team 1,1,59.0,CSI30,1.0,0.9942847246276412,0.9997715567369995,0.9977407021202641,0.9965283804894983,0.9971341728180634,5741,13,138682,20
Team 1,1,62.0,CSI30,1.0,0.9650520305737177,0.9986060298849562,0.9896123518579725,0.9749279002697926,0.9822152447454132,20959,220,522770,539
Team 1,1,65.0,CSI30,1.0,0.9778030236826007,0.9992912194931383,0.9950200088928413,0.9826117502415035,0.9887769529869211,44756,224,1387676,792
Team 1,1,66.0,CSI30,1.0,0.9776337115072934,0.9989650827933765,0.9973544973544973,0.9801754956126096,0.9886903786264547,6032,16,127174,122
Team 1,1,67.0,CSI30,1.0,0.9774673008323425,0.9993039332363615,0.9845499730522785,0.9926941190677454,0.9886052734433721,16441,258,527668,121
Team 1,1,69.0,CSI30,1.0,0.9894611254722608,0.9996331062745749,0.9997990757484428,0.9896579156722355,0.9947026486756622,4976,1,139427,52
Team 1,1,73.0,CSI30,1.0,0.9838051517470033,0.9995335067072185,0.9933050083687396,0.9903722721437741,0.9918364723275696,15430,104,528804,150
Team 1,1,75.0,CSI30,1.0,0.9653009788406307,0.9989127400420211,0.9775047483380817,0.9872317467929504,0.9823441694005368,16469,379,527427,213
Team 1,1,80.0,CSI30,1.0,0.9691036286886383,0.9989124125883883,0.9887176998665534,0.9799402817578806,0.9843094234040198,48900,558,1382989,1001
Team 1,1,81.0,CSI30,1.0,0.9480266428074361,0.998176424955771,0.9819189027780638,0.9648703887326224,0.9733199967338941,47681,878,1383153,1736
Team 1,1,83.0,CSI30,1.0,0.9935685051646852,0.9997715567369995,0.9988244514106583,0.9947317073170732,0.9967738781894613,5098,6,139325,27
Team 1,1,88.0,CSI30,1.0,0.9817525991937195,0.9992102672602519,0.9925350722896735,0.989055619682784,0.9907922912205568,23135,174,520923,256
Team 1,1,97.0,CSI30,1.0,0.9611799750168156,0.9985908104095859,0.982999213836478,0.9774281805745554,0.980205781479667,50015,865,1381413,1155
Team 1,2,4.0,CSI5,0.167,0.9868265490405305,0.9877356802100623,0.9960420921164821,0.9907114144928338,0.9933696019082132,1575887,6262,118377,14775
Team 1,2,8.0,CSI5,0.167,0.9866961260974235,0.9876575598102024,0.9955237980510134,0.9910931204754712,0.9933035184758174,1570170,7060,123960,14111
Team 1,2,17.0,CSI5,0.167,0.9828316749613437,0.9851961842265585,0.9919675946934673,0.9907162183344805,0.9913415116091532,1453668,11771,236240,13622
Team 1,2,18.0,CSI5,0.167,0.9787532294784232,0.9810580663993906,0.9800769463271193,0.9986219568213137,0.9892625466353998,191312,3889,23784,264
Team 1,2,22.0,CSI5,0.167,0.9707287509077308,0.9755483491372823,0.9726246225217734,0.9979960144825845,0.9851469924114181,177788,5004,36100,357
Team 1,2,29.0,CSI5,0.167,0.9928086067262212,0.9937103475956561,0.9964460867699169,0.9963365745925747,0.9963913276721578,190378,679,27492,700
Team 1,2,31.0,CSI5,0.167,0.9879551098952308,0.9899794297807516,0.9912920065791283,0.9966043203663352,0.9939410653465893,180204,1583,36848,614
Team 1,2,35.0,CSI5,0.167,0.9856675553904516,0.9870442563724967,0.9909677126526589,0.9946030477519315,0.9927820522772604,1528315,13930,164763,8293
Team 1,2,37.0,CSI5,0.167,0.9884727133257325,0.9899931128534224,0.9899967374946064,0.9984450459056413,0.9942029445025735,188137,1901,28918,293
Team 1,2,42.0,CSI5,0.167,0.9862420263177814,0.9875018469996679,0.9940897366597029,0.992059069378657,0.9930733649273729,612406,3641,62592,4902
Team 1,2,44.0,CSI5,0.167,0.9636208288971047,0.9696420628216272,0.9804551971504508,0.9824937673623477,0.9814734237040416,1379323,27496,283905,24577
Team 1,2,51.0,CSI5,0.167,0.9860802973880033,0.9876441510848534,0.9911866411926488,0.9948026821446556,0.9929913696690394,1501396,13350,192711,7844
Team 1,2,52.0,CSI5,0.167,0.9878985799030441,0.9888742558886167,0.9933490695966212,0.9944764818004129,0.9939124559877969,1557921,10431,138296,8653
Team 1,2,53.0,CSI5,0.167,0.9899662405802857,0.9912428334906886,0.9923881668212083,0.997540823902981,0.9949578243011861,189434,1453,27895,467
Team 1,2,54.0,CSI5,0.167,0.9884913172471395,0.9897559395937952,0.9959729672519632,0.9924579554165359,0.994212354535803,192911,780,24092,1466
Team 1,2,59.0,CSI5,0.167,0.991566674814807,0.9927616545571474,0.9943036490749424,0.9972316193957662,0.9957654818732206,186595,1069,31067,518
Team 1,2,60.0,CSI5,0.167,0.9847785279452632,0.9865790319016896,0.990696229601648,0.9939709666741412,0.9923308964499455,1489382,13987,202898,9034
Team 1,2,61.0,CSI5,0.167,0.99186863688445,0.9923793890929732,0.9962995310125957,0.9955362039088377,0.9959177211965803,635397,2360,42935,2849
Team 1,2,62.0,CSI5,0.167,0.995694735438504,0.9958905171745367,0.997047141375013,0.9986395770852516,0.9978427238970743,649648,1924,31084,885
Team 1,2,65.0,CSI5,0.167,0.9676575457742678,0.9736279521786555,0.9869238627836888,0.9802248818555469,0.9835629658752405,1353421,17932,316644,27304
Team 1,2,66.0,CSI5,0.167,0.9912240113517182,0.9922143316503154,0.9946450404717317,0.9965420995503179,0.9955926663206898,192801,1038,24741,669
Team 1,2,67.0,CSI5,0.167,0.9947101895360744,0.994996642483772,0.9969476417470837,0.9977488414523463,0.9973480806927868,643106,1969,37015,1451
Team 1,2,73.0,CSI5,0.167,0.9674987867569382,0.973723562220275,0.9878421757889002,0.9791580612815322,0.9834809487752548,1341707,16513,328522,28559
Team 1,2,76.0,CSI5,0.167,0.9902282730761247,0.9916259595254711,0.9923461768219832,0.9978493354929366,0.9950901476699595,186053,1435,31360,401
Team 1,2,77.0,CSI5,0.167,0.9617870740560637,0.9696263221440435,0.9804979082470026,0.9805448314590778,0.9805213692916582,1311313,26082,351888,26018
Team 1,2,82.0,CSI5,0.167,0.9813579099754673,0.9833562739134414,0.9895740601246319,0.9916105445195379,0.990591255658215,1502878,15834,183874,12715
Team 1,2,84.0,CSI5,0.167,0.9622405174186716,0.9728123518845964,0.9769318221986204,0.9846121598154751,0.9807569549980543,1188419,28062,480247,18573
Team 1,2,88.0,CSI5,0.167,0.9847971896430855,0.9862321540067894,0.9896633304415501,0.9950319333896614,0.9923403708770626,1529781,15978,161904,7638
Team 1,2,90.0,CSI5,0.167,0.9899342194706183,0.9912200283695707,0.9934562666610692,0.99643148503908,0.9949416516230072,189317,1247,28007,678
Team 1,2,99.0,CSI5,0.167,0.9623153187622947,0.9731848812540773,0.9848402651947414,0.9767844326963938,0.9807958074436913,1174553,18080,494752,27916
Team 1,2,4.0,CSI30,1.0,0.9489929809146117,0.9797621525318297,0.9904248255260288,0.9577802526659835,0.9738290391064147,645859,6244,1034728,28470
Team 1,2,8.0,CSI30,1.0,0.945894673057651,0.9796986068334362,0.9854782497494994,0.9592653519138289,0.9721951410364202,608792,8971,1071686,25852
Team 1,2,17.0,CSI30,1.0,0.9839197052090121,0.9934973511937555,0.9960972847376687,0.987727397716254,0.9918946846746031,682490,2674,1021657,8480
Team 1,2,18.0,CSI30,1.0,0.948320766090052,0.9792747059279632,0.9614089703678081,0.9858477181366754,0.9734749868659156,83383,3347,131322,1197
Team 1,2,22.0,CSI30,1.0,0.9488413349595299,0.9894777171161556,0.9543649908551546,0.9939371413970127,0.9737491892629974,42788,2046,174154,261
Team 1,2,29.0,CSI30,1.0,0.9851602103688578,0.9942987197205004,0.9925483816950936,0.9925008970218874,0.9925246387905463,82983,623,135016,627
Team 1,2,31.0,CSI30,1.0,0.9689408890141904,0.9939703259764012,0.9901803077957312,0.9783418337089314,0.9842254731164833,41242,409,176685,913
Team 1,2,35.0,CSI30,1.0,0.9645280763360408,0.99031248742932,0.9789939180946975,0.9849115005667451,0.9819437939873497,451838,9695,1246846,6922
Team 1,2,37.0,CSI30,1.0,0.9673293785974392,0.9898517211024908,0.975147280854969,0.9917802032367331,0.9833934155825739,65879,1679,151145,546
Team 1,2,42.0,CSI30,1.0,0.9673646765095127,0.9898265063836698,0.9779945532011804,0.9888891021089597,0.9834116552563155,206128,4638,470459,2316
Team 1,2,44.0,CSI30,1.0,0.9422368496516917,0.9923669373480223,0.967567151264197,0.9729668166991636,0.9702594715167375,213574,7159,1488634,5934
Team 1,2,51.0,CSI30,1.0,0.9793153210935621,0.9932315086390086,0.988330801111181,0.9907713660000541,0.9895495787427089,549675,6490,1154016,5120
Team 1,2,52.0,CSI30,1.0,0.9765095660729357,0.9912866604753335,0.9894716558054797,0.9867624450486621,0.9881151934044332,621313,6611,1079042,8335
Team 1,2,53.0,CSI30,1.0,0.9710916583942484,0.9912337114422415,0.9836674995429338,0.9870058397284985,0.985333842045021,64564,1072,152763,850
Team 1,2,54.0,CSI30,1.0,0.9596901483693937,0.9848573995776492,0.9888284230937637,0.9702095275503566,0.9794304973854429,79042,893,136887,2427
Team 1,2,59.0,CSI30,1.0,0.9726186175337187,0.9917034969372722,0.9829015622860794,0.9893581184540945,0.9861192720057995,64613,1124,152817,695
Team 1,2,60.0,CSI30,1.0,0.9736523123642811,0.9916743475343395,0.9859102304953277,0.9873914597205877,0.9866502891767414,527740,7542,1173280,6739
Team 1,2,61.0,CSI30,1.0,0.977768031723407,0.9911007532832705,0.9898071309385948,0.9877132097762682,0.9887590617706463,267532,2755,409926,3328
Team 1,2,62.0,CSI30,1.0,0.9832362755130953,0.9926427236990905,0.9934056755646264,0.9896958410924891,0.9915472882914228,294964,1958,383548,3071
Team 1,2,65.0,CSI30,1.0,0.9485756714312029,0.9842126833716065,0.979735255986553,0.9675594217720676,0.9736092730075878,499519,10332,1188702,16748
Team 1,2,66.0,CSI30,1.0,0.9721184382589202,0.989108274154044,0.9891532914354959,0.9825927892842391,0.985862126127833,83260,913,133601,1475
Team 1,2,67.0,CSI30,1.0,0.9800324826986511,0.9918702755211465,0.9907983928973619,0.9890343004471134,0.9899155607416428,272745,2533,405239,3024
Team 1,2,73.0,CSI30,1.0,0.9513689216250056,0.9930484503885907,0.9802907223513294,0.9699213731221648,0.9750784806316907,233269,4690,1470108,7234
Team 1,2,76.0,CSI30,1.0,0.9753502235469449,0.9924560659341661,0.9858997921123196,0.9891481772565142,0.9875213133553634,65446,936,152149,718
Team 1,2,77.0,CSI30,1.0,0.9263455653956729,0.9888579322229742,0.9530852253352471,0.9706036745406824,0.9617646823459743,240370,11832,1455819,7280
Team 1,2,82.0,CSI30,1.0,0.9633195075337913,0.9876470660251466,0.9859183626464548,0.9767585955107457,0.9813171048698617,556475,7948,1137637,13241
Team 1,2,84.0,CSI30,1.0,0.9725512812028274,0.9949221740091098,0.9859428962106521,0.9862264675523059,0.9860846614946128,308609,4400,1397982,4310
Team 1,2,88.0,CSI30,1.0,0.9651383603915955,0.9886981934949026,0.983700244322212,0.9808238805097306,0.9822599566976763,536698,8893,1159217,10493
Team 1,2,90.0,CSI30,1.0,0.9745475520945994,0.9919497922453466,0.9832392480940464,0.9910108075608933,0.9871097316048931,67580,1152,149904,613
Team 1,2,99.0,CSI30,1.0,0.9549437339783047,0.9927452965980897,0.9754279036051896,0.978482177306859,0.9769526532970819,263744,6644,1439113,5800
Team 2,1,5.0,CSI5,0.167,0.9673307557308657,0.9823246793317759,0.9764392254686627,0.9904488153124815,0.9833941272081634,284965,6876,249899,2748
Team 2,1,8.0,CSI5,0.167,0.7790408686277928,0.9044848505142844,0.8962693813742,0.8562422952418961,0.8757987321884082,482728,55869,813804,81047
Team 2,1,18.0,CSI5,0.167,0.9166484255292535,0.9600206983441325,0.9588662457884923,0.954168904513126,0.9565118081331321,58627,2515,69386,2816
Team 2,1,22.0,CSI5,0.167,0.8875393203265632,0.9571841944952096,0.9575110832123661,0.9239272396888191,0.940419424134709,48812,2166,89459,4019
Team 2,1,26.0,CSI5,0.167,0.9288138977635783,0.9679175665946724,0.952200614124872,0.9742381401193843,0.9630933278119985,55818,2802,73248,1476
Team 2,1,29.0,CSI5,0.167,0.8762604509754244,0.9492855956138894,0.9614700322473034,0.908150404369289,0.9340499081775953,51879,2079,85251,5247
Team 2,1,31.0,CSI5,0.167,0.9353969139245213,0.9759442321537354,0.9631508422664625,0.9701147209100549,0.9666202391815955,50315,1925,90666,1550
Team 2,1,33.0,CSI5,0.167,0.8335203156994578,0.8830828227619342,0.9107843977711102,0.9076254100601422,0.9092021599787768,318729,31221,162099,32439
Team 2,1,35.0,CSI5,0.167,0.7943123615481212,0.8983032520189083,0.8807218454462253,0.8900611553104565,0.8853668720899783,562953,76242,724718,69535
Team 2,1,37.0,CSI5,0.167,0.919464520952754,0.968682505399568,0.9523546114983221,0.9637992162716925,0.9580427363110253,51650,2584,88282,1940
Team 2,1,42.0,CSI5,0.167,0.9291607982780155,0.9608329292840246,0.9732338256528017,0.9535272962792521,0.9632797837353858,279722,7693,243440,13633
Team 2,1,44.0,CSI5,0.167,0.7296066137356604,0.9118810030081315,0.9477195060574969,0.7602035923068516,0.8436676963900276,340835,18802,966299,107512
Team 2,1,48.0,CSI5,0.167,0.9361915315757693,0.9646787440678215,0.9625250719753305,0.9716062475896645,0.9670443407154559,282170,10986,243086,8246
Team 2,1,51.0,CSI5,0.167,0.962019536027174,0.9776983147470651,0.9769960866029681,0.9843155452436195,0.9806421581052494,307574,7242,224771,4901
Team 2,1,52.0,CSI5,0.167,0.6847524105245956,0.9044548529140924,0.950204420595375,0.7102390064436959,0.812881947812591,297490,15590,998999,121369
Team 2,1,53.0,CSI5,0.167,0.9335258055317935,0.9741789887578225,0.9591313582597869,0.9721974758723089,0.9656202186296017,52382,2232,88344,1498
Team 2,1,59.0,CSI5,0.167,0.926506456241033,0.9716315002492109,0.9617081479550997,0.961994674412975,0.9618513898456554,51662,2057,88696,2041
Team 2,1,62.0,CSI5,0.167,0.9715622631561605,0.9825652723292341,0.9890550237410533,0.9821214433664014,0.9855760391770152,324324,3589,210671,5904
Team 2,1,65.0,CSI5,0.167,0.7740533699923561,0.8946274995674764,0.8605623473102489,0.8850577858204526,0.8726382002765691,517457,83844,764945,67202
Team 2,1,66.0,CSI5,0.167,0.9165694383979103,0.9640703743700504,0.9591267744228,0.9538255228154108,0.9564688030965209,52634,2243,75919,2548
Team 2,1,67.0,CSI5,0.167,0.8366601720931567,0.8849855276883972,0.9104437367665174,0.911690976682848,0.9110669298606869,320773,31553,161091,31071
Team 2,1,69.0,CSI5,0.167,0.935925484674537,0.9795231766074098,0.9672703664733932,0.9665346844730779,0.9669023855346194,43207,1462,98291,1496
Team 2,1,73.0,CSI5,0.167,0.8092171843866917,0.8777824304667872,0.8977560789427649,0.8913657909612549,0.8945495227108503,282259,32146,195683,34400
Team 2,1,75.0,CSI5,0.167,0.8205337810967257,0.8806511805586166,0.9065921324040961,0.8963087207829036,0.9014210992585041,297112,30612,182392,34372
Team 2,1,80.0,CSI5,0.167,0.793771462504482,0.8984874233317148,0.8798192851521326,0.8903043463055925,0.8850307623873225,560078,76505,727857,69008
Team 2,1,81.0,CSI5,0.167,0.7584676004211467,0.8943756592495856,0.8549944343441428,0.8704359383696066,0.8626460905387127,475453,80636,806588,70771
Team 2,1,83.0,CSI5,0.167,0.943055982774531,0.9794954865149249,0.9660863400031511,0.9753449715671849,0.9706935787078262,49054,1722,92440,1240
Team 2,1,88.0,CSI5,0.167,0.9452718777495085,0.9683555927770676,0.9773751346522688,0.9664187828797818,0.9718660805841666,297599,6889,229659,10341
Team 2,1,97.0,CSI5,0.167,0.7133039397077046,0.9057370759176475,0.9480679530059392,0.7423077177851527,0.8326647983187346,336183,18415,962144,116706
Team 2,1,5.0,CSI30,1.0,0.9891055960036138,0.9996234995077945,0.9951876804619827,0.9938591338708817,0.9945229634775175,18612,90,525671,115
Team 2,1,8.0,CSI30,1.0,0.8902043434435993,0.9958205669127865,0.9795119983867715,0.9070944368709033,0.9419133402495661,48574,1016,1378883,4975
Team 2,1,18.0,CSI30,1.0,0.9317691089678998,0.9964452843772498,0.9794220003026176,0.9503743943620614,0.9646795827123695,6473,136,126397,338
Team 2,1,22.0,CSI30,1.0,0.960723912206392,0.9985878052832696,0.997002997002997,0.9635064684301988,0.9799685781618224,4990,15,139262,189
Team 2,1,26.0,CSI30,1.0,0.9208345664397751,0.995987820974322,0.9628655423178091,0.95474071801166,0.9587859178799785,6223,240,126586,295
Team 2,1,29.0,CSI30,1.0,0.9250040670245648,0.9968087168411143,0.9827169028689942,0.940300975690425,0.961041156088904,5686,100,138309,361
Team 2,1,31.0,CSI30,1.0,0.972132701421801,0.9989823891011796,0.9909178743961352,0.9808722264728386,0.985869460732481,5128,47,139181,100
Team 2,1,33.0,CSI30,1.0,0.8430160692212608,0.9953350670721852,0.9789707887748511,0.8585636054635866,0.914822266934943,13640,293,528308,2247
Team 2,1,35.0,CSI30,1.0,0.854718165799121,0.9949959817168115,0.969869688124842,0.8780325413008198,0.9216690509211231,42200,1311,1384075,5862
Team 2,1,37.0,CSI30,1.0,0.9564734210038897,0.9983732070665116,0.9911708253358925,0.9646926956846628,0.9777525324245007,5164,46,139057,189
Team 2,1,42.0,CSI30,1.0,0.9718932866423997,0.9988796814622177,0.9954693473028459,0.9762114129680196,0.9857463314328442,21093,96,522785,514
Team 2,1,44.0,CSI30,1.0,0.8145859085290482,0.9927796473956502,0.9662140625996047,0.8384687724733086,0.8978201634877384,45471,1590,1377627,8760
Team 2,1,48.0,CSI30,1.0,0.9735979866090507,0.9989788572016279,0.990913923928278,0.982367878874994,0.9866223954573891,20503,188,523429,368
Team 2,1,51.0,CSI30,1.0,0.9891034684049229,0.9995886043402242,0.9953007978853591,0.9937441962758419,0.9945218879921741,20333,96,523931,128
Team 2,1,52.0,CSI30,1.0,0.7993338716188938,0.9930649734067786,0.9650054831241623,0.8231955762514552,0.8884775463040868,39599,1436,1383908,8505
Team 2,1,53.0,CSI30,1.0,0.9764881507743982,0.9991277620867254,0.9877312193280483,0.988477521722705,0.9881042296072508,5233,65,139097,61
Team 2,1,59.0,CSI30,1.0,0.9822505600551439,0.9992869801185136,0.9926854754440961,0.98941156049297,0.9910458141354429,5700,42,138653,61
Team 2,1,62.0,CSI30,1.0,0.9870755547320147,0.9994875920130472,0.9958405383932327,0.9911619685552144,0.9934957454248747,21308,89,522901,190
Team 2,1,65.0,CSI30,1.0,0.8484907162374405,0.9950873697546057,0.9769371779627428,0.8658338456134188,0.9180362214255785,39437,931,1386969,6111
Team 2,1,66.0,CSI30,1.0,0.9624,0.9982376409887209,0.9842906234658811,0.9774130646733832,0.980839788014676,6015,96,127094,139
Team 2,1,67.0,CSI30,1.0,0.8406906372374511,0.9950687618459911,0.9798077587995297,0.855512619248883,0.913451310318151,14169,292,527634,2393
Team 2,1,69.0,CSI30,1.0,0.9928656361474435,0.9997507891676358,0.9964200477326969,0.9964200477326969,0.9964200477326969,5010,18,139410,18
Team 2,1,73.0,CSI30,1.0,0.846027535682708,0.9955223990244045,0.9813919413919414,0.8598202824133504,0.9165925419089976,13396,254,528654,2184
Team 2,1,75.0,CSI30,1.0,0.8524388096495862,0.9953828183541235,0.9761392660303805,0.8705790672581225,0.9203422053231938,14523,355,527451,2159
Team 2,1,80.0,CSI30,1.0,0.8601714915040907,0.9950399316891858,0.9788072059975383,0.8764954610128054,0.9248303131541665,43738,947,1382600,6163
Team 2,1,81.0,CSI30,1.0,0.8302342429364887,0.9941148894134981,0.9933784402012954,0.8348544023311816,0.90724369969653,41256,275,1383756,8161
Team 2,1,83.0,CSI30,1.0,0.9945482866043613,0.9998061693526057,0.9978511428013284,0.9966829268292683,0.9972666926981647,5108,11,139320,17
Team 2,1,88.0,CSI30,1.0,0.9872573588752496,0.9994490236699431,0.9935028852318871,0.9936727801291095,0.9935878254178601,23243,152,520945,148
Team 2,1,97.0,CSI30,1.0,0.796768755800519,0.9925145523241862,0.9627637661921545,0.8221027946062146,0.8868907066959015,42067,1627,1380651,9103
Team 2,2,4.0,CSI5,0.167,0.9669972729003434,0.9688725185842019,0.9829267970874903,0.9835169256573678,0.9832217728238158,1564443,27174,97465,26219
Team 2,2,8.0,CSI5,0.167,0.9611107751433794,0.9632595095554658,0.9772580392156863,0.9830989578237699,0.9801697969591863,1557505,36245,94775,26776
Team 2,2,17.0,CSI5,0.167,0.9338977606310979,0.9410960525295561,0.9588760349675621,0.9728635784337111,0.9658191654623299,1427473,61221,186790,39817
Team 2,2,18.0,CSI5,0.167,0.9619120292696731,0.9656235604267295,0.9679235208868323,0.9935847914143734,0.980586300424232,190347,6308,21365,1229
Team 2,2,22.0,CSI5,0.167,0.9452559836857357,0.95347299189506,0.9555426562652576,0.98873950994976,0.9718576800311189,176139,8195,32909,2006
Team 2,2,29.0,CSI5,0.167,0.9653759611410728,0.9690488896186528,0.9746906520776023,0.9901977203027036,0.9823829946313045,189205,4913,23258,1873
